id,gps_height,longitude,latitude,basin,region_code,lga,population,public_meeting,permit,extraction_type_class,management,payment,water_quality,quantity,source,source_class,waterpoint_type,year,month,selfbuilt,NaN Counts
65289,232.0,38.60431536,-5.29550745,5,3,44,800,True,False,0,7,0,5,2,6,1,2,2011,3,1,24
72855,1183.0,36.85574,-3.35537725,5,1,65,94,True,True,0,8,6,5,1,8,0,1,2013,4,1,24
58418,1079.0,33.31919604,-4.02905068,0,13,94,0,False,False,1,7,0,4,2,3,0,4,2012,10,1,23
38097,1522.0,35.51402722,-7.82072593,6,10,24,1,True,True,3,7,2,5,0,3,0,6,2011,3,0,24
28115,1302.0,33.66288762,-3.44521878,0,16,40,0,True,True,0,7,4,5,1,6,1,1,2012,10,1,23
70693,43.0,38.97398305,-5.37375807,5,3,95,80,False,False,5,7,0,4,2,3,0,2,2011,3,1,24
34833,1213.0,32.04599372,-3.51741102,3,16,9,0,True,True,3,11,6,5,0,7,0,6,2012,10,1,22
72223,454.0,38.98110455,-10.2420713,7,23,98,630,True,True,0,7,0,5,1,8,0,1,2013,1,1,24
14932,1002.0,36.81433154,-3.48407971,5,1,0,150,True,True,0,7,4,5,2,8,0,1,2013,3,1,24
365,77.0,40.01237333,-10.34404898,7,25,77,200,True,True,5,7,4,5,1,3,0,2,2013,2,1,24
409,1344.0,31.40566114,-2.72903026,3,17,6,0,True,True,0,7,0,5,1,8,0,5,2011,7,1,23
19309,1566.0,34.94245193,-8.87264183,6,10,91,20,True,False,1,7,5,5,1,1,0,4,2011,3,1,24
37604,953.0,35.86730737,-10.55151568,6,9,86,360,True,True,0,7,0,5,0,6,1,2,2013,2,1,24
24608,1807.0,31.60698635,-7.95383322,3,14,114,3550,False,True,1,1,4,5,0,3,0,4,2013,2,0,24
52728,1017.0,29.72741285,-4.74263951,3,15,31,230,True,True,0,11,3,5,1,6,1,1,2013,1,1,24
14846,1145.0,36.36400968,-4.99938989,0,20,41,2000,True,False,5,7,4,4,2,3,0,2,2013,2,1,24
10844,1223.0,36.45070584,-3.47230967,0,1,70,1,True,True,0,7,0,5,3,5,1,1,2013,3,1,21
51340,1674.0,34.94366102,-8.62423921,6,10,79,0,True,True,0,7,2,5,1,8,0,1,2011,3,1,24
13814,860.0,36.07996899,-10.5982255,7,9,86,560,True,False,1,11,3,5,2,7,0,4,2013,3,1,23
41995,713.0,37.36986675,-3.41295009,5,2,73,1,True,True,0,8,3,5,2,8,0,1,2013,4,0,24
67578,24.0,38.98088663,-5.42523344,5,3,95,250,True,False,3,4,0,4,2,7,0,6,2011,3,0,23
2135,1954.0,35.20781325,-8.32059248,6,10,79,0,True,True,1,7,0,5,2,1,0,4,2011,2,1,24
49843,1325.0,33.5180997,-2.98540755,4,18,45,0,True,True,1,7,1,5,1,3,0,4,2011,7,1,23
31987,1170.0,31.550068,-1.64214399,4,17,81,0,True,True,0,7,0,5,1,8,0,1,2011,8,0,23
6987,1361.0,37.6783869,-3.70967611,5,2,84,80,True,False,0,10,0,5,2,8,0,1,2013,2,0,24
54099,1244.0,36.97512198,-3.26416276,5,1,65,120,True,True,0,7,6,5,2,8,0,1,2013,3,1,24
7852,1586.0,36.56563765,-2.52684951,0,1,50,300,True,True,0,6,6,6,1,0,1,0,2013,3,1,19
68627,1366.0,34.28669771,-1.74665176,4,19,103,1500,True,True,1,11,0,4,1,3,0,4,2013,2,0,23
45474,1321.0,30.83216046,-2.51308056,4,17,89,0,True,False,1,7,0,5,1,7,0,4,2011,7,0,23
66915,1842.0,34.37524505,-9.59049412,1,10,55,0,True,False,0,7,3,5,1,8,0,1,2011,3,1,24
61047,1947.0,31.61804443,-8.14142614,3,14,114,2550,True,True,0,7,0,5,1,6,1,1,2013,1,0,24
54566,1321.0,31.03081752,-1.35327715,4,17,26,0,True,True,0,1,0,5,3,5,1,1,2011,8,1,23
23049,898.0,35.62235822,-5.83963578,0,0,4,0,True,True,2,7,4,5,1,3,0,1,2011,3,1,23
70266,1674.0,34.73779939,-9.85993441,1,10,51,50,True,False,0,7,2,5,1,8,0,1,2011,3,0,24
6688,1666.0,32.73433291,-9.08772595,2,11,62,0,True,False,1,7,5,5,1,7,0,4,2011,4,0,23
33425,1682.0,35.03917166,-9.43667467,6,10,91,24,True,False,0,7,0,5,1,8,0,1,2011,3,0,24
42917,1237.0,33.27765399,-2.84981836,4,18,67,0,True,True,3,7,0,5,1,7,0,6,2011,8,0,22
11032,1590.0,37.95817249,-4.4568909,5,2,101,190,True,True,0,7,0,5,2,8,0,1,2013,3,0,24
69274,2173.0,33.60403591,-8.88945696,6,11,60,0,True,True,0,11,2,5,2,6,1,1,2011,4,1,23
32687,290.0,36.89149418,-7.85532572,6,4,35,270,True,True,0,7,3,5,2,6,1,1,2011,3,1,24
58370,1237.0,33.21925086,-3.20456384,4,18,45,0,True,True,1,7,2,5,1,3,0,4,2011,7,1,23
8821,316.0,38.2998407,-6.12402258,8,5,3,750,True,True,5,3,4,5,1,6,1,1,2011,3,1,24
30476,1227.0,36.96343043,-2.98517206,0,2,106,1,True,True,0,9,3,5,1,8,0,1,2013,3,1,24
48063,1150.0,33.4062082,-2.15353123,4,19,10,300,True,False,1,11,0,4,1,7,0,4,2013,1,1,24
71219,1145.0,32.44589263,-2.29525062,4,18,102,0,True,False,1,7,0,5,1,7,0,4,2011,8,0,23
51924,1314.0,33.12872414,-3.73161853,4,16,104,0,True,True,3,7,0,5,2,3,0,2,2012,10,0,23
54852,1170.0,31.81215283,-1.15760513,4,17,7,0,True,True,0,7,0,5,2,5,1,1,2011,7,1,23
55782,1200.0,37.65221817,-3.11765918,5,2,96,1,True,True,0,0,0,5,1,8,0,2,2013,2,1,24
42818,1584.0,34.84824357,-8.79468549,6,10,91,65,True,False,1,7,5,5,1,1,0,4,2011,10,1,24
19449,1068.0,37.28913808,-3.29268646,5,2,73,30,True,True,0,9,4,5,1,6,1,1,2013,3,1,24
64942,1321.0,30.96680126,-1.28421269,4,17,26,0,True,True,0,7,0,5,0,8,0,1,2011,7,1,23
48996,1332.0,35.05868591,-11.54032988,1,9,61,256,True,True,0,7,3,5,1,8,0,1,2013,3,0,24
71646,1082.0,34.18600873,-4.42566632,0,12,23,145,True,True,2,10,4,5,1,3,0,2,2013,2,1,24
13612,1212.0,34.54872797,-8.71251437,6,11,59,0,True,True,3,7,0,4,1,3,0,6,2011,4,1,21
27573,1644.0,35.64160529999999,-7.94535773,6,10,24,950,False,True,1,7,0,5,1,7,0,4,2011,2,1,24
12482,1779.0,31.52003329,-8.18678555,3,14,113,50,True,True,0,4,0,5,1,6,1,1,2011,7,1,24
43614,679.0,36.03392975,-6.85971091,6,0,76,0,True,True,5,7,0,5,1,3,0,1,2011,4,1,23
49136,908.0,35.70730949,-6.40854129,6,0,4,0,True,True,2,7,4,5,1,3,0,1,2011,3,1,23
33696,2004.0,34.81760522,-9.55740158,1,10,91,25,True,False,0,7,2,5,1,8,0,1,2011,3,0,24
73216,1040.0,29.65573966,-4.73879407,3,15,31,300,True,True,0,11,3,5,1,8,0,2,2013,2,1,24
43856,1663.0,34.45969513,-9.75652887,1,10,51,80,True,False,0,7,2,5,1,6,1,1,2011,3,1,24
52504,1547.0,34.84368138,-4.55524322,0,12,109,400,True,True,1,7,4,5,2,3,0,4,2013,3,1,21
57351,2102.0,33.68152534,-9.49038145,1,11,46,0,True,True,0,7,3,5,1,8,0,1,2011,7,0,23
32175,477.0,37.90979604,-9.94048459,7,23,49,350,True,True,1,7,4,5,1,3,0,4,2013,1,0,24
29021,1627.0,34.99899451,-8.95845846,6,10,91,80,True,False,0,7,0,5,1,6,1,1,2011,2,1,24
49095,943.0,35.72053197,-3.75006196,0,20,2,250,True,True,0,7,5,5,2,6,1,2,2013,3,0,24
2196,1314.0,37.51722915,-3.29704641,5,2,73,1,False,True,0,7,0,5,1,8,0,6,2013,3,1,24
54583,1162.0,34.00275837,-1.14812262,4,19,97,1000,True,False,5,7,3,5,1,2,1,2,2012,10,1,24
42867,1888.0,35.12710233,-8.37802408,6,10,79,0,True,True,1,7,5,5,1,1,0,4,2011,3,1,24
8195,286.0,38.48823354,-5.10978358,5,3,44,400,True,True,1,7,3,4,2,7,0,4,2011,4,1,23
66921,1321.0,30.95458274,-1.26609463,4,17,26,0,True,True,0,1,0,5,0,8,0,1,2011,7,1,23
5379,1039.0,34.22228649,-3.69055344,0,16,64,0,True,True,6,10,2,5,2,7,0,2,2012,10,1,23
65155,1450.0,34.72647523,-4.49907449,0,12,23,350,True,True,3,7,0,5,1,7,0,6,2013,2,0,24
26623,1666.0,32.83959494,-9.05577799,2,11,62,0,True,False,1,7,5,5,2,7,0,4,2011,7,0,23
30669,1668.0,35.09980622,-9.539787400000002,1,10,91,6,True,False,0,7,0,5,2,8,0,1,2011,3,0,24
55877,436.0,37.45393903,-11.21809327,7,9,120,1,True,False,0,7,5,5,1,6,1,1,2013,2,0,24
31639,531.0,37.84356968,-9.51869498,7,23,49,250,True,True,1,7,6,4,0,7,0,4,2013,1,0,24
60039,1383.0,36.71965149,-5.91442389,8,20,41,1,True,True,0,7,0,5,2,8,0,6,2013,3,1,24
50105,1362.0,35.45529188,-5.17614008,0,0,42,0,True,False,2,7,0,5,1,3,0,2,2011,3,1,23
66907,1335.0,30.02362533,-4.33397891,3,15,28,250,True,True,0,9,3,5,1,6,1,2,2013,2,0,24
41917,1770.0,38.23086834,-4.559464599999999,5,3,52,1,True,True,0,7,3,5,1,8,0,1,2011,3,1,24
63463,1237.0,32.95025601,-2.59145752,4,18,22,0,True,True,1,7,0,5,1,7,0,4,2011,7,1,23
22131,8.0,38.88455491,-6.4534167999999985,8,5,3,25,False,False,3,4,4,5,1,3,0,1,2011,3,1,23
40052,14.0,38.98789916,-7.94777666,6,22,99,1,True,True,5,4,0,5,1,3,0,2,2011,2,1,23
5166,95.0,39.15680782,-6.73555696,8,6,38,286,True,False,5,7,4,5,0,6,1,1,2013,3,0,24
1792,521.0,37.59610728,-6.89401896,8,4,72,1,True,True,0,7,0,5,2,6,1,1,2011,8,1,24
18292,1207.0,34.03028196,-1.62382073,4,19,82,250,True,True,0,7,0,5,1,3,0,1,2012,10,0,24
29441,731.0,37.40947058,-3.43572485,5,2,73,200,True,True,5,9,4,5,1,3,0,1,2013,11,1,24
16170,1663.0,34.87923711,-4.89543998,0,12,109,342,True,True,3,7,0,5,2,5,1,1,2013,1,1,21
69109,1280.0,33.05168615,-2.06086148,4,18,121,1,True,True,3,7,0,5,2,2,1,1,2011,8,1,24
46345,1428.0,35.97276995,-5.9414153,8,0,14,0,True,False,0,7,0,5,0,8,0,2,2011,4,1,23
53730,595.0,38.02169825,-4.16786366,5,2,101,120,True,True,0,7,3,5,1,6,1,1,2013,11,0,24
3378,1763.0,35.35317796,-4.48079208,0,20,17,1500,True,True,0,7,2,5,2,8,0,1,2013,2,0,24
38297,261.0,36.95706369,-7.69629661,6,4,35,300,True,True,0,7,3,5,2,6,1,1,2011,3,1,24
1988,1616.0,32.13465676,-8.62683779,2,14,113,100,True,True,0,7,0,5,2,6,1,1,2011,8,1,24
19338,544.0,39.19864507,-10.88961009,7,24,57,1,True,False,2,7,6,4,0,3,0,6,2013,2,0,24
71256,1197.0,36.89985532,-3.36377418,5,1,65,500,True,True,0,10,6,5,2,6,1,1,2013,1,1,24
33455,1176.0,33.85920222,-1.538837755445769,4,16,5,0,True,False,1,11,2,5,1,7,0,4,2013,2,1,21
24928,1351.0,34.47218621,-1.70338493,4,19,103,3000,True,True,0,1,6,5,1,0,1,2,2013,2,0,23
14448,1557.0,35.73512655,-7.81630162,6,10,24,1,True,True,0,7,0,5,1,8,0,1,2011,2,1,24
63962,362.0,36.76145255,-8.97833964,6,4,122,350,True,True,1,6,2,5,2,7,0,4,2011,3,1,23
2808,1566.0,34.75529129,-4.13086512,0,12,23,125,True,True,0,3,0,5,3,5,1,1,2013,1,0,24
36265,1594.0,35.20342092,-9.20519006,6,10,91,45,True,True,0,7,3,5,2,8,0,1,2011,4,1,24
57164,1164.0,33.09176757,-1.85752994,4,18,121,800,True,True,1,7,5,5,2,7,0,4,2011,8,1,24
54766,1170.0,31.6073554,-1.60937205,4,17,81,0,True,True,0,7,0,5,1,8,0,5,2011,8,1,23
10445,1791.0,33.93132885,-9.63940307,1,11,46,0,True,True,0,7,0,5,0,8,0,1,2011,12,1,23
69659,1069.0,34.3165582,-8.67508473,6,11,59,0,True,True,0,7,0,5,3,6,1,1,2011,4,1,21
53011,151.0,39.04724278,-8.59261757,7,23,37,217,True,True,3,7,0,4,1,7,0,6,2013,2,1,24
67787,7.0,39.83492947,-7.79822016,6,5,53,60,True,False,1,7,0,5,1,3,0,4,2011,2,1,21
39504,862.0,29.66044393,-4.82480961,3,15,31,900,True,True,0,7,3,5,2,6,1,2,2013,1,1,24
1172,794.0,37.29400888,-3.38449998,5,2,16,11,True,True,0,8,4,5,2,8,0,1,2013,3,0,24
47024,908.0,35.41686357,-6.18527305,0,0,4,0,True,True,1,7,0,5,1,7,0,4,2011,3,1,23
2949,2576.0,33.01283523,-9.24342871,1,11,62,0,True,False,1,7,5,5,1,7,0,4,2011,7,0,23
48234,1940.0,34.23008955,-9.376842800000002,1,10,55,0,True,False,0,7,0,5,1,8,0,1,2011,2,1,24
74087,1534.0,34.68101629,-5.06127739,0,12,109,1,True,True,1,7,0,5,2,5,1,4,2013,2,1,21
36165,391.0,38.64937551,-10.28415714,7,7,85,300,True,False,3,7,0,6,0,3,0,2,2013,1,1,23
33702,248.0,36.97855143,-7.67670016,6,4,35,60,True,True,0,7,3,5,1,6,1,1,2011,3,1,24
52632,299.0,39.48546218,-10.92945187,7,8,116,300,True,True,5,7,0,5,0,3,0,2,2013,1,0,24
21263,159.0,38.82590051,-5.20975756,5,3,80,130,True,False,1,7,4,5,1,7,0,4,2011,3,1,24
63912,1635.0,34.53250336,-9.1271858,6,10,91,79,True,True,0,10,2,5,1,6,1,2,2011,3,1,24
60849,341.0,38.78064965,-7.20243819,8,22,39,350,True,False,1,4,4,0,2,3,0,4,2011,2,1,24
47683,1691.0,34.93758579,-9.33723086,6,10,91,25,True,False,0,7,0,5,2,8,0,1,2011,3,0,24
69834,1069.0,34.03716705,-8.85730319,6,11,59,0,True,True,0,7,0,5,3,6,1,1,2011,4,1,21
52115,903.0,35.78299013,-10.68926357,7,9,111,630,True,True,0,7,0,5,0,6,1,1,2013,12,1,24
42464,1081.0,32.61303143,-5.09571867,3,13,124,0,True,True,2,7,4,5,2,3,0,1,2012,10,0,23
33916,2576.0,33.64591147,-9.18997612,1,11,100,0,True,True,0,7,0,5,1,8,0,1,2011,7,1,19
8964,1081.0,32.79807389,-4.91501572,3,13,115,0,False,True,1,7,0,4,1,3,0,4,2012,12,0,23
42527,1229.0,31.09503199,-3.09638441,3,17,6,0,True,True,1,7,0,5,1,7,0,4,2011,7,1,23
23260,835.0,35.01503304,-6.04967701,0,12,56,250,True,False,2,7,0,5,1,3,0,1,2013,1,1,24
23503,305.0,36.54152756,-8.48480971,6,4,122,590,True,False,1,1,3,5,1,7,0,4,2011,3,1,24
20500,1267.0,37.15827596,-3.24259836,5,2,16,30,True,True,0,9,4,5,1,8,0,1,2013,5,1,24
45915,1662.0,30.03982046,-4.5208694080811105,4,16,54,0,True,False,3,11,6,5,1,7,0,6,2012,10,0,20
56204,2101.0,34.22414792,-9.33457855,1,10,55,0,True,False,0,7,3,5,1,8,0,1,2011,2,1,24
15876,1593.0,37.94018787,-4.40052613,5,2,101,123,True,True,0,7,5,5,2,8,0,1,2013,2,1,24
15320,1992.0,35.72771809,-8.25088737,6,10,79,0,True,True,5,7,2,5,1,8,0,1,2011,2,1,24
70031,1322.0,34.08577061,-3.03028839,4,16,5,500,False,False,3,11,0,5,2,7,0,6,2013,1,1,24
43517,2173.0,33.10258065,-9.04819188,2,11,62,0,True,False,1,7,6,5,2,7,0,4,2011,4,0,23
39070,1237.0,32.77969192,-3.91001488,0,16,25,0,True,True,0,7,4,5,1,8,0,2,2012,10,1,23
13911,1791.0,33.92306511,-9.70238194,1,11,46,0,True,True,0,7,0,5,0,8,0,1,2011,7,1,23
17202,648.0,37.72676301,-9.71333281741314,4,16,5,0,True,False,1,11,6,5,1,7,0,4,2013,1,1,20
15186,765.0,35.61504144,-10.99641227,7,9,111,150,True,True,0,7,2,5,1,6,1,2,2013,6,1,24
38292,1737.0,35.60181982,-3.81579815,0,20,63,214,True,True,1,7,0,5,1,7,0,4,2013,1,0,24
52651,1183.0,33.09149076,-2.09013647,4,18,121,800,True,True,1,7,3,5,1,7,0,4,2011,8,1,23
17781,1806.0,34.17618213,-9.46690611,1,10,55,0,True,False,0,7,0,5,1,8,0,1,2011,3,1,24
36073,369.0,38.49692945,-5.50475518,5,3,18,70,True,True,5,7,4,5,2,6,1,1,2011,3,1,24
5447,8.0,38.97137016,-6.48747074,8,5,3,70,True,True,5,7,3,5,1,6,1,1,2011,3,1,23
24509,1468.0,35.7615051,-4.60597658,0,0,42,0,True,False,2,7,4,5,1,3,0,1,2011,4,1,23
52150,1341.0,30.01855397,-4.33415318,3,15,28,350,True,True,0,9,3,5,1,6,1,1,2013,2,0,24
33549,1190.0,33.11891918,-2.12533677,4,18,121,300,True,True,1,7,0,4,2,7,0,4,2011,7,1,24
45252,1187.0,32.60275728,-3.83654641,4,16,25,0,True,True,5,10,4,5,1,2,1,6,2013,2,1,23
35345,14.0,38.98102381,-7.93956661,6,22,99,1,False,False,5,4,4,5,1,3,0,1,2011,2,1,23
55984,1213.0,31.95082409,-3.24685578,3,16,9,0,True,True,1,11,6,5,1,7,0,4,2012,10,0,22
58450,1213.0,32.001347700000004,-3.29851467,3,16,9,0,True,True,1,11,6,5,2,7,0,4,2012,10,0,23
52635,1988.0,34.71356229,-9.72180684,1,10,51,52,True,False,0,7,5,5,1,8,0,1,2011,3,1,24
72222,496.0,37.72232897,-6.80648386,8,4,72,155,True,True,0,7,3,5,1,6,1,1,2011,3,0,24
15354,1143.0,33.55680925,-2.53009353,4,18,54,0,True,True,2,7,0,5,1,3,0,1,2011,8,0,23
50371,891.0,37.38270565,-3.32990508,5,2,73,1,False,True,0,7,6,5,2,8,0,1,2013,1,1,24
21276,1213.0,32.13976541,-3.57330534,3,16,9,0,True,True,1,11,6,5,1,7,0,4,2012,10,1,22
47954,1307.0,30.84040467,-3.64087605,3,15,30,350,True,False,0,7,6,5,1,8,0,2,2013,2,1,24
50426,1314.0,33.67514274,-3.13885775,4,16,58,0,True,False,3,11,1,5,1,7,0,6,2013,2,1,23
72165,670.0,36.15920959,-11.33161556,7,9,86,360,True,False,1,11,3,5,2,7,0,4,2013,2,1,24
72006,1344.0,31.55092974,-1.86127686,4,17,81,0,True,True,0,7,0,5,1,8,0,5,2011,7,1,23
39270,1069.0,34.31194086,-8.70997456,6,11,59,0,False,True,0,9,0,5,3,6,1,1,2011,4,1,21
7088,1344.0,37.9674728,-4.51683535,5,2,101,200,True,True,0,7,0,5,2,8,0,1,2013,3,0,24
27791,1507.0,37.42553193,-3.29680938,5,2,73,60,False,True,0,7,6,5,1,8,0,1,2013,2,1,24
3326,1425.0,35.61557318,-3.50167311,0,21,27,609,True,True,0,7,4,5,3,6,1,1,2013,3,0,24
49956,1344.0,31.43806329,-1.83857449,4,17,81,0,True,True,0,7,0,5,1,8,0,1,2011,7,0,23
69402,79.0,39.09875287,-6.95240862,8,6,20,80,True,False,5,4,4,5,1,3,0,1,2013,3,0,23
12562,1084.0,36.96665004,-6.07094932,8,4,36,250,True,True,1,7,0,5,1,7,0,4,2011,4,0,24
57337,89.0,39.20217826,-7.11119166,8,22,69,4280,True,False,1,4,0,5,1,7,0,4,2011,2,0,24
37996,47.0,39.21105559,-7.013098351165839,4,16,5,0,True,False,1,11,0,0,1,7,0,4,2013,2,0,21
15392,1237.0,33.03041191,-2.52374542,4,18,54,0,True,True,0,7,0,5,1,5,1,6,2011,7,0,23
27845,1337.0,34.52715023,-8.83549044,6,10,91,45,True,True,0,10,3,5,0,6,1,1,2011,3,1,24
65984,1302.0,33.47287677,-3.68989549,0,16,105,0,True,True,5,11,6,4,1,1,0,5,2012,10,1,22
61520,1184.0,33.49927908,-1.8828567599836408,4,18,15,0,True,True,5,7,0,5,2,3,0,2,2011,7,1,21
37004,88.0,39.25710009,-7.049512485918848,4,16,5,0,True,False,1,11,0,5,1,7,0,4,2013,2,1,21
27595,1448.0,34.68552458,-8.84520957,6,10,91,312,True,True,0,10,3,5,1,6,1,2,2011,3,1,24
35322,1056.0,32.17041912,-4.67765127,3,13,123,0,True,True,3,7,0,3,1,7,0,6,2012,10,0,23
54608,1302.0,33.98221769,-3.4462954,0,16,58,0,True,False,0,11,1,5,3,5,1,1,2012,11,0,23
66950,411.0,38.65465903,-10.285756771338294,4,16,5,0,True,False,1,11,6,6,0,7,0,4,2013,1,1,19
38634,1321.0,30.70339083,-2.42425704,4,17,89,0,False,False,4,8,4,5,2,3,0,1,2011,7,0,23
17166,246.0,38.55710667,-9.78202933,7,23,49,250,True,True,3,7,6,5,0,7,0,6,2013,1,1,23
44746,836.0,29.74140787,-4.84472523,3,15,31,230,True,True,0,7,3,5,1,6,1,2,2013,1,1,24
67617,2576.0,33.6550399,-9.31258928,1,11,100,0,True,True,0,7,0,5,2,8,0,1,2011,7,1,20
46107,2145.0,34.56711448,-9.34163179,1,10,91,35,True,True,0,7,2,5,1,8,0,1,2011,3,1,24
55717,1638.0,37.95884464,-4.43563056,5,2,101,230,True,False,0,7,0,5,2,8,0,1,2013,3,0,24
29696,63.0,38.93881958,-5.4469507,5,3,95,100,True,False,5,7,0,4,2,6,1,1,2011,3,1,24
11244,2576.0,33.03837448,-9.3542104,1,11,21,0,True,False,1,7,6,4,2,7,0,4,2011,3,1,21
54543,1506.0,34.34880606,-4.34604183,0,12,23,210,True,True,5,11,4,5,1,3,0,2,2013,1,1,24
67082,8.0,38.88632587,-6.45302668,8,5,3,200,True,False,1,11,4,5,1,7,0,4,2011,3,1,23
56337,2147.0,33.83897487,-9.56742396,1,11,46,0,True,True,0,7,0,5,0,8,0,1,2011,7,1,23
49329,1367.0,34.29147836,-3.18586385,0,16,64,0,True,True,0,3,0,5,3,5,1,1,2012,11,0,23
24342,812.0,29.73868505,-4.87635599,3,15,31,300,True,True,3,7,3,5,1,3,0,6,2013,1,1,24
53135,1237.0,32.88694779,-2.85788249,4,18,67,0,True,True,1,7,5,5,1,3,0,4,2011,8,0,23
45167,1237.0,33.06484015,-2.51184571,4,18,54,0,True,True,3,7,0,5,1,7,0,6,2011,7,1,22
37546,1243.0,34.35410093,-1.62677403,4,19,103,60,True,True,4,4,0,4,1,7,0,4,2013,2,1,22
14669,14.0,39.12221306,-4.93653731,5,3,68,1,True,True,1,7,0,4,0,7,0,4,2011,3,1,23
65465,1383.0,34.21179671,-1.2152447,4,19,97,1000,True,False,5,7,0,5,2,6,1,2,2012,10,1,24
2361,866.0,36.35632318,-6.80706212,6,0,76,0,True,True,0,7,2,5,1,8,0,1,2011,3,1,23
30282,1202.0,36.73312598,-3.46349062,5,1,0,200,True,True,0,7,0,5,2,8,0,1,2013,3,1,24
42167,1350.0,34.12321641,-2.9302306,4,16,5,500,False,False,1,11,0,5,1,7,0,4,2013,2,1,24
26700,1395.0,34.68256726,-2.14804196,4,19,103,300,True,True,2,11,0,4,2,3,0,2,2013,3,0,23
25313,1633.0,31.09060452,-7.62822317,2,14,92,1,False,False,1,7,0,6,1,3,0,4,2011,7,1,23
51656,823.0,33.004587300000004,-8.45317946,2,11,13,0,True,True,0,7,0,5,1,8,0,1,2011,4,0,23
69971,1401.0,34.37541953,-2.95689216,4,16,5,600,False,False,1,11,0,5,1,7,0,4,2012,10,0,24
8274,1160.0,32.74862929,-5.61805037,3,13,107,0,True,True,1,7,0,5,0,7,0,4,2012,10,0,23
57362,1321.0,30.9057251,-1.55846557,4,17,26,0,True,True,3,7,0,5,1,7,0,6,2011,7,1,23
58447,52.0,38.7795158,-6.64780451,8,5,29,1,True,True,2,4,4,5,1,6,1,1,2011,3,1,24
39276,1216.0,36.94438706,-3.35572268,5,1,65,160,True,True,0,10,6,5,2,6,1,1,2013,4,1,24
39274,1911.0,36.23434486,-2.9372418,0,1,50,6000,True,True,0,7,5,5,2,6,1,1,2013,3,1,24
34911,1656.0,35.78779016,-3.24372853,0,21,27,30,True,True,0,7,4,6,3,6,1,1,2013,3,1,23
52313,1213.0,32.15085908,-3.67700167,3,16,9,0,True,True,3,7,6,3,0,7,0,6,2012,10,0,23
72697,1794.0,38.27331286,-4.647907900000001,5,3,52,1,True,True,0,7,0,5,1,8,0,1,2011,3,0,24
24979,1401.0,34.37009685,-2.97093508,4,16,64,0,True,False,1,11,0,5,1,7,0,4,2011,7,0,23
39628,1228.0,36.92523847,-3.36112114,5,1,65,90,True,False,0,7,5,5,3,6,1,1,2013,1,1,24
19172,1313.0,34.46538309,-2.04850066,4,19,103,290,False,True,5,0,0,4,2,3,0,1,2012,10,0,23
30232,904.0,37.14218772,-3.39699978,5,2,16,75,True,True,0,9,4,5,1,8,0,1,2013,3,1,24
36349,1470.0,33.95785174,-1.76965237,4,19,82,250,True,True,1,7,4,5,1,1,0,4,2012,10,0,24
43470,1263.0,37.22393544,-5.36894805,5,20,41,1200,True,True,0,7,0,4,2,8,0,6,2013,2,1,24
10550,273.0,38.40942065,-6.11920648,8,5,3,200,True,True,5,10,4,5,1,6,1,1,2011,3,1,24
44061,1756.0,34.99705356,-8.46547211,6,10,79,0,True,True,0,7,2,5,1,8,0,1,2011,3,1,24
37663,1666.0,32.8400514,-9.25797356,2,11,62,0,False,False,1,7,5,5,1,7,0,4,2011,8,0,23
8668,1646.0,37.58172019,-3.25533701,5,2,73,1,True,True,0,10,0,5,2,8,0,1,2013,3,1,24
35336,1207.0,33.73507127,-1.61805756,4,19,82,780,True,False,0,3,6,5,3,5,1,1,2012,10,0,23
39617,1592.0,34.90644892,-4.68920889,0,12,109,1,True,True,5,7,4,5,2,3,0,1,2013,1,1,21
55993,1102.0,36.05469181,-3.6720304,0,1,70,1,False,True,3,3,0,5,3,5,1,1,2013,3,1,21
18206,1215.0,35.86707436,-7.467592135404525,4,16,5,0,False,False,1,3,0,5,1,7,0,4,2013,2,1,21
59817,1222.0,37.23979683,-3.25144536,5,2,16,35,True,True,0,9,4,5,1,8,0,1,2013,10,1,24
73175,126.0,38.87026813,-6.82580335,8,5,29,15,True,True,2,4,3,5,2,6,1,1,2011,2,1,24
32261,1562.0,37.43464108,-3.297337,5,2,73,70,True,True,0,3,6,5,2,8,0,2,2013,2,1,24
44303,373.0,38.63677026,-10.26648339,7,7,85,350,True,False,5,7,4,4,1,3,0,2,2013,1,0,24
35097,2228.0,36.20536584,-2.8470040655674733,4,16,5,0,True,False,1,11,1,5,1,7,0,4,2013,1,1,21
44332,976.0,37.30075441,-3.31548033,5,2,73,30,True,True,0,9,4,5,1,6,1,1,2013,3,1,24
42199,808.0,34.74431837,-10.38523791,1,10,51,80,False,False,0,7,1,5,1,8,0,1,2011,3,0,24
34414,905.0,35.98171187,-10.70174252,7,9,86,100,True,False,0,3,5,5,3,5,1,1,2013,2,1,24
22979,1721.0,35.59208822,-8.019513400000001,6,10,24,1400,True,True,0,7,0,5,1,8,0,1,2011,2,1,24
27114,1891.0,34.62582867,-9.18969776,6,10,91,120,True,True,0,10,0,5,1,6,1,2,2011,3,1,24
64644,906.0,34.91068752,-10.54738779,1,9,61,96,True,True,0,7,3,5,1,8,0,1,2013,6,1,24
23670,1149.0,33.54478049,-2.03129277,4,19,10,1800,True,True,0,7,6,5,1,2,1,0,2013,1,1,23
15355,898.0,35.36976468,-5.73143359,0,0,4,0,True,True,2,7,4,5,1,3,0,1,2011,3,1,23
